FishEc,"Site",Year,SLF,Coupler,Fixed,Input,Output,Diagonal,Gape,Buccal_length,Neuro_Outlever,Jaw_Outlever,Jaw_Inlever,Jaw_prot,Spine_length_dorsal_1,Spine_length_dorsal_2,Spine_width_dorsal_2,Spine_length_pelvic,Pelvic_length,Pelvic_height,Epax_height_closed,Epax_height_open,EpaxWidth,Head_length,Plate_count,Raker_1_length,Raker_2_length,Spacing_1,Spacing_2,Raker_count
185238,"ERL006",2019,36,6.17960070030114,6.88027250526236,3.77438900817905,0.726027397260274,5.84329676596524,3.78640148153834,10.9559242524048,11.6881349091437,3.2631793201817,0.723438132959501,1.46524123684609,2.57483235985687,2.89453059661528,0.698630136986301,4.28353338785359,1.31506849315068,4.02546314568262,1.35678690568925,1.53430772872254,3.74862206497283,8.81839672776118,14,0.791614341158512,0.815663986945059,0.142531342671745,0.136380775575681,12
185242,"ERL006",2019,37,6.52154073252555,7.0927295017204,3.60713831180971,0.764182229094869,6.28767123287671,3.2466042424007,10.8933398318795,11.7054373701721,2.59059893698687,0.711933504667742,1.27072793467198,2.83389531513762,2.99574352446973,0.451847191848511,4.71519505055691,1.20617974677699,4.21178858324992,1.19829740978789,1.80821917808219,4.09918775050909,8.89360813820207,23,0.812645919746773,0.741108727377091,0.106673705228233,0.118979380102746,11
185244,"AL4",2019,49,7.86901998533386,8.89020767751272,5.20356258250408,0.88366393104172,7.50536696211042,3.73415816221323,13.1980613712429,14.7425062366881,3.69495144483567,1.01926297152071,1.200194773577,3.63513513513514,4.7501681950922,0.544747145155307,7.88842019158875,2.24426059639772,5.36656654882892,1.52756508100255,1.4340251217016,4.71046268735878,11.2082110801519,5,0.893856028338956,0.923416862389212,0.11925943693777,0.11992729500605,12
185245,"AL4",2019,55,8.32832847628144,9.67036306736619,5.76285429340541,0.989350520336008,7.93618611857206,4.73600323137814,15.2788230429312,16.7179472302069,4.21744606386073,0.997031360548878,2.28713783672199,4.77576007339847,5.07249054653281,0.593145042713353,8.27201279514076,2.08720908341892,5.90310342118746,1.64558512167807,2.27826591172943,5.25022137005477,12.4273084170676,4,1.25479917461835,1.1647742163034,0.267441503547567,0.232456031787774,12
185249,"AL4",2019,58,8.52741250681346,9.79894673906501,5.67865108623873,1.0432572467902,8.30043298438514,4.22626302453882,15.7371649308193,17.0587343334875,4.12103413889405,0.961579893512743,1.87331745769381,4.61335198432318,5.16208003488258,0.694711885356748,8.6736002383897,2.40942660258805,6.17352489623867,1.54344202818747,2.1099725864596,5.69694116848432,12.5971739254084,5,0.869842466492197,0.940544839580436,0.234129573217436,0.242993414915767,11
185254,"AL4",2019,49,7.49326983077524,7.80658304684626,4.56339941480378,0.863381352319747,7.26177563825584,3.83265856950067,13.354713308231,14.7524362234724,3.43199505304012,0.990409885663092,1.87662000062685,4.04376681595645,4.08280631953071,0.624001512642207,6.30473558898943,1.94500601610758,4.68614616010006,1.68258555125582,1.53940828411327,4.32103922647761,10.9724898554525,5,0.669969037147919,0.640804073537528,0.189359211476829,0.189486898080332,11
185255,"AL4",2019,37,5.80336125215777,6.44438673019632,3.56055426364148,0.851058840778816,5.65759597394767,2.92875487633489,10.247403531674,11.0731191496523,2.56054871268695,0.586540183862368,1.12018925611051,3.62520911690468,3.98960642527211,0.350877192982456,6.46102489906472,1.62033263371699,4.35481516097971,1.24273840034778,1.33610054488841,3.45186384950841,8.66523926916073,5,0.550548011562546,0.494789353196467,0.129702794655344,0.175183445285087,11
185256,"AL4",2019,54,8.86384934144517,9.44951760374571,5.17425520519309,1.14836795678838,8.3342703008799,4.35209595049854,14.9136973331917,16.1316488170405,4.38611024362146,1.06646845344833,1.76932289705793,4.49649981272505,4.65385549702164,0.527007400533512,8.13542468454859,2.34817813765182,4.85141587596961,1.62392539341337,2.15941294887661,5.34046480759662,11.9034154230499,5,0.87741303229699,0.979157751277525,0.151460975113528,0.176324688011898,11
185258,"AL4",2019,46,6.84914207987922,7.36358736720856,3.90127884826201,0.923712008563973,6.47217766752082,3.39576606572347,12.0750105674707,13.2163682078255,3.30404714529759,0.872433102246972,1.43739578654862,3.38647678003829,3.51935584948795,0.562071198461768,5.49029624084819,2.2028685064442,5.05318680230814,1.02599610303634,1.75722446996331,4.22005306541324,10.244506196425,5,0.595868643209347,0.66795022204999,0.113262465831811,0.082980578635321,13
185259,"AL4",2019,34,5.0359266280824,5.16897283615266,2.58186898393277,0.413977372474439,4.9284373414194,2.12166465785238,8.26161002142391,9.1465026027008,2.10849788496419,0.554054054054054,0.816310178948052,3.31150020401158,3.44560146661857,0.543236520060589,5.22896146322861,1.70275632691192,4.16926386062551,1.28269037270763,1.28953193925241,2.71624983171346,7.00011739440328,5,0.401833523585192,0.351517623488493,0.123128995451942,0.135565057068093,11
